id,bill_id,customer_id,invoice_date,year,month,total_rent_cost,received_total_rent_cost,pending_rent_cost,actual_total_security_deposit_amount,received_total_security_deposit_amount,pending_security_amount,received_total_processing_fee,received__total_installation_fee,followup_status,remarks,is_paid_total_amount,invoice_status,due_date,tax,discount_amount,discount_type,discount_reason,Late_Payment_Charge,invoice_mail_status,invoice_sms_status
632,,PR0840,,2018,Aug,2378.18,0.00,2900.00,0.00,0.00,0,0.00,0.00,,,0,,,521.82,0,0,,0.00,1,0
633,,PR0843,,2018,Aug,5556.15,0.00,6650.00,0.00,0.00,0,0.00,0.00,,,0,,,1093.85,0,0,,0.00,1,0
634,,PR0848,,2018,Aug,1016.95,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
635,,PR0853,,2018,Aug,720.34,0.00,850.00,0.00,0.00,0,0.00,0.00,,,0,,,129.66,0,0,,0.00,1,0
636,,PR0860,,2018,Aug,3125.00,0.00,3750.00,0.00,0.00,0,0.00,0.00,,,0,,,625.00,0,0,,0.00,1,0
637,,PR0861,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
638,,PR0863,,2018,Aug,937.50,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,262.50,0,0,,0.00,1,0
639,,PR0865,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
640,,PR0866,,2018,Aug,1016.95,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
641,,PR0867,,2018,Aug,2266.95,0.00,2800.00,0.00,0.00,0,0.00,0.00,,,0,,,533.05,0,0,,0.00,1,0
642,,PR0868,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
643,,PR0871,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
644,,PR0875,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
645,,PR0883,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
646,,PR0884,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
647,,PR0888,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
648,,PR0891,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
649,,PR0894,,2018,Aug,1016.95,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
650,,PR0895,,2018,Aug,847.46,0.00,1000.00,0.00,0.00,0,0.00,0.00,,,0,,,152.54,0,0,,0.00,1,0
651,,PR0896,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
652,,PR0898,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
653,,PR0899,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
654,,PR0901,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
655,,PR0902,,2018,Aug,1016.95,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
656,,PR0909,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
657,,PR0912,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
658,,PR0916,,2018,Aug,1016.95,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
659,,PR0917,,2018,Aug,1595.61,0.00,2000.01,0.00,0.00,0,0.00,0.00,,,0,,,404.40,0,0,,0.00,1,0
660,,PR0919,,2018,Aug,2203.38,0.00,2599.98,0.00,0.00,0,0.00,0.00,,,0,,,396.60,0,0,,0.00,1,0
661,,PR0920,,2018,Aug,937.50,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,262.50,0,0,,0.00,1,0
662,,PR0921,,2018,Aug,1101.69,0.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
663,,PR0922,,2018,Aug,1673.73,0.00,2100.00,0.00,0.00,0,0.00,0.00,,,0,,,426.27,0,0,,0.00,1,0
664,,PR0924,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
665,,PR0928,,2018,Aug,2097.46,0.00,2600.00,0.00,0.00,0,0.00,0.00,,,0,,,502.54,0,0,,0.00,1,0
666,,PR0932,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
667,,PR0933,,2018,Aug,592.37,0.00,699.00,0.00,0.00,0,0.00,0.00,,,0,,,106.63,0,0,,0.00,1,0
668,,PR0934,,2018,Aug,1101.69,0.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
669,,PR0935,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
670,,PR0937,,2018,Aug,1440.68,0.00,1700.00,0.00,0.00,0,0.00,0.00,,,0,,,259.32,0,0,,0.00,1,0
671,,PR0940,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
672,,PR0941,,2018,Aug,542.37,0.00,640.00,0.00,0.00,0,0.00,0.00,,,0,,,97.63,0,0,,0.00,1,0
673,,PR0945,,2018,Aug,2415.26,0.00,2850.00,0.00,0.00,0,0.00,0.00,,,0,,,434.74,0,0,,0.00,1,0
674,,PR0946,,2018,Aug,847.46,0.00,1000.00,0.00,0.00,0,0.00,0.00,,,0,,,152.54,0,0,,0.00,1,0
675,,PR0947,,2018,Aug,2233.85,0.00,2800.01,0.00,0.00,0,0.00,0.00,,,0,,,566.16,0,0,,0.00,1,0
676,,PR0952,,2018,Aug,2309.32,0.00,2850.00,0.00,0.00,0,0.00,0.00,,,0,,,540.68,0,0,,0.00,1,0
677,,PR0955,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
678,,PR0960,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
679,,PR0961,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
680,,PR0964,,2018,Aug,1101.69,0.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
681,,PR0965,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
682,,PR0970,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
683,,PR0971,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
684,,PR0974,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
685,,PR0975,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
686,,PR0976,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
687,,PR0983,,2018,Aug,4279.66,0.00,5300.00,0.00,0.00,0,0.00,0.00,,,0,,,1020.34,0,0,,0.00,1,0
688,,PR0984,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
689,,PR0986,,2018,Aug,625.00,0.00,800.00,0.00,0.00,0,0.00,0.00,,,0,,,175.00,0,0,,0.00,1,0
690,,PR0988,,2018,Aug,4872.88,0.00,5999.99,0.00,0.00,0,0.00,0.00,,,0,,,1127.11,0,0,,0.00,1,0
691,,PR0991,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
692,,PR0992,,2018,Aug,625.00,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,75.00,0,0,,0.00,1,0
693,,PR0994,,2018,Aug,937.50,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,262.50,0,0,,0.00,1,0
694,,PR0995,,2018,Aug,57732.85,0.00,69675.02,0.00,0.00,0,0.00,0.00,,,0,,,11942.17,0,0,,0.00,1,0
695,,PR0996,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
696,,PR0998,,2018,Aug,1016.95,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
697,,PR1000,,2018,Aug,1101.69,0.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
698,,PR1002,,2018,Aug,1016.95,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
699,,PR1003,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
700,,PR1004,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
701,,PR1005,,2018,Aug,1673.73,0.00,2100.00,0.00,0.00,0,0.00,0.00,,,0,,,426.27,0,0,,0.00,1,0
702,,PR1006,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
703,,PR1008,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
704,,PR1011,,2018,Aug,625.00,0.00,800.00,0.00,0.00,0,0.00,0.00,,,0,,,175.00,0,0,,0.00,1,0
705,,PR1014,,2018,Aug,3907.58,0.00,4900.01,0.00,0.00,0,0.00,0.00,,,0,,,992.43,0,0,,0.00,1,0
706,,PR1015,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
707,,PR1016,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
708,,PR1017,,2018,Aug,1186.44,0.00,1400.00,0.00,0.00,0,0.00,0.00,,,0,,,213.56,0,0,,0.00,1,0
709,,PR1021,,2018,Aug,1016.95,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
710,,PR1022,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
711,,PR1024,,2018,Aug,625.00,0.00,800.00,0.00,0.00,0,0.00,0.00,,,0,,,175.00,0,0,,0.00,1,0
712,,PR1025,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
713,,PR1026,,2018,Aug,1016.95,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
714,,PR1027,,2018,Aug,2500.00,0.00,3200.00,0.00,0.00,0,0.00,0.00,,,0,,,700.00,0,0,,0.00,1,0
715,,PR1028,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
716,,PR1029,,2018,Aug,937.50,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,262.50,0,0,,0.00,1,0
717,,PR1030,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
718,,PR1031,,2018,Aug,5793.17,0.00,7000.01,0.00,0.00,0,0.00,0.00,,,0,,,1206.84,0,0,,0.00,1,0
719,,PR1032,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
720,,PR1033,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
721,,PR1034,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
722,,PR1035,,2018,Aug,1673.73,0.00,2100.00,0.00,0.00,0,0.00,0.00,,,0,,,426.27,0,0,,0.00,1,0
723,,PR1036,,2018,Aug,2298.73,0.00,2900.00,0.00,0.00,0,0.00,0.00,,,0,,,601.27,0,0,,0.00,1,0
724,,PR1037,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
725,,PR1038,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
726,,PR1039,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
727,,PR1042,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
728,,PR1043,,2018,Aug,508.47,0.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
729,,PR1045,,2018,Aug,1100.00,0.00,1408.00,0.00,0.00,0,0.00,0.00,,,0,,,308.00,0,0,,0.00,1,0
730,,PR1047,,2018,Aug,1640.63,0.00,2100.01,0.00,0.00,0,0.00,0.00,,,0,,,459.38,0,0,,0.00,1,0
731,,PR1048,,2018,Aug,2500.00,0.00,3200.00,0.00,0.00,0,0.00,0.00,,,0,,,700.00,0,0,,0.00,1,0
732,,PR1050,,2018,Aug,254.24,0.00,300.00,0.00,0.00,0,0.00,0.00,,,0,,,45.76,0,0,,0.00,1,0
733,,PR1052,,2018,Aug,1361.23,0.00,1700.00,0.00,0.00,0,0.00,0.00,,,0,,,338.77,0,0,,0.00,1,0
734,,PR1053,,2018,Aug,1640.63,0.00,2100.01,0.00,0.00,0,0.00,0.00,,,0,,,459.38,0,0,,0.00,1,0
735,,PR1055,,2018,Aug,508.47,0.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
736,,PR1056,,2018,Aug,1133.47,0.00,1399.99,0.00,0.00,0,0.00,0.00,,,0,,,266.52,0,0,,0.00,1,0
737,,PR1058,,2018,Aug,508.47,0.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
738,,PR1059,,2018,Aug,1016.95,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
739,,PR1060,,2018,Aug,625.00,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,75.00,0,0,,0.00,1,0
740,,PR1061,,2018,Aug,508.47,0.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
741,,PR1063,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
742,,PR1064,,2018,Aug,2266.95,0.00,2800.00,0.00,0.00,0,0.00,0.00,,,0,,,533.05,0,0,,0.00,1,0
743,,PR1065,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
744,,PR1066,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
745,,PR1067,,2018,Aug,2890.63,0.00,3700.01,0.00,0.00,0,0.00,0.00,,,0,,,809.38,0,0,,0.00,1,0
746,,PR1069,,2018,Aug,508.47,0.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
747,,PR1070,,2018,Aug,1059.32,0.00,1250.00,0.00,0.00,0,0.00,0.00,,,0,,,190.68,0,0,,0.00,1,0
748,,PR1072,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
749,,PR1073,,2018,Aug,1218.22,0.00,1500.00,0.00,0.00,0,0.00,0.00,,,0,,,281.78,0,0,,0.00,1,0
750,,PR1074,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
751,,PR1076,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
752,,PR1077,,2018,Aug,625.00,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,75.00,0,0,,0.00,1,0
753,,PR1079,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
754,,PR1080,,2018,Aug,1059.32,0.00,1250.00,0.00,0.00,0,0.00,0.00,,,0,,,190.68,0,0,,0.00,1,0
755,,PR1081,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
756,,PR1082,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
757,,PR1083,,2018,Aug,2944.91,0.00,3599.99,0.00,0.00,0,0.00,0.00,,,0,,,655.08,0,0,,0.00,1,0
758,,PR1084,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
759,,PR1085,,2018,Aug,1186.44,0.00,1400.00,0.00,0.00,0,0.00,0.00,,,0,,,213.56,0,0,,0.00,1,0
760,,PR1087,,2018,Aug,2203.39,0.00,2600.00,0.00,0.00,0,0.00,0.00,,,0,,,396.61,0,0,,0.00,1,0
761,,PR1090,,2018,Aug,1059.32,0.00,1250.00,0.00,0.00,0,0.00,0.00,,,0,,,190.68,0,0,,0.00,1,0
762,,PR1091,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
763,,PR1093,,2018,Aug,625.00,0.00,800.00,0.00,0.00,0,0.00,0.00,,,0,,,175.00,0,0,,0.00,1,0
764,,PR1094,,2018,Aug,1640.63,0.00,2100.01,0.00,0.00,0,0.00,0.00,,,0,,,459.38,0,0,,0.00,1,0
765,,PR1095,,2018,Aug,508.47,0.00,599.99,0.00,0.00,0,0.00,0.00,,,0,,,91.52,0,0,,0.00,1,0
766,,PR1096,,2018,Aug,625.00,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,75.00,0,0,,0.00,1,0
767,,PR1097,,2018,Aug,1684.32,0.00,2050.00,0.00,0.00,0,0.00,0.00,,,0,,,365.68,0,0,,0.00,1,0
768,,PR1098,,2018,Aug,4724.58,0.00,5700.00,0.00,0.00,0,0.00,0.00,,,0,,,975.42,0,0,,0.00,1,0
769,,PR1099,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
770,,PR1100,,2018,Aug,1016.95,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
771,,PR1102,,2018,Aug,1864.41,0.00,2200.00,0.00,0.00,0,0.00,0.00,,,0,,,335.59,0,0,,0.00,1,0
772,,PR1103,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
773,,PR1105,,2018,Aug,1059.32,0.00,1250.00,0.00,0.00,0,0.00,0.00,,,0,,,190.68,0,0,,0.00,1,0
774,,PR1106,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
775,,PR1107,,2018,Aug,625.00,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,75.00,0,0,,0.00,1,0
776,,PR1108,,2018,Aug,1684.32,0.00,2050.00,0.00,0.00,0,0.00,0.00,,,0,,,365.68,0,0,,0.00,1,0
777,,PR1110,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
778,,PR1112,,2018,Aug,1059.32,0.00,1250.00,0.00,0.00,0,0.00,0.00,,,0,,,190.68,0,0,,0.00,1,0
779,,PR1113,,2018,Aug,3463.98,0.00,4150.00,0.00,0.00,0,0.00,0.00,,,0,,,686.02,0,0,,0.00,1,0
780,,PR1114,,2018,Aug,1059.32,0.00,1250.00,0.00,0.00,0,0.00,0.00,,,0,,,190.68,0,0,,0.00,1,0
781,,PR1115,,2018,Aug,2309.32,0.00,2850.00,0.00,0.00,0,0.00,0.00,,,0,,,540.68,0,0,,0.00,1,0
782,,PR1116,,2018,Aug,762.71,0.00,900.00,0.00,0.00,0,0.00,0.00,,,0,,,137.29,0,0,,0.00,1,0
783,,PR1118,,2018,Aug,2266.95,0.00,2700.00,0.00,0.00,0,0.00,0.00,,,0,,,433.05,0,0,,0.00,1,0
784,,PR1119,,2018,Aug,1016.95,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
785,,PR1120,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
786,,PR1122,,2018,Aug,3241.52,0.00,3950.00,0.00,0.00,0,0.00,0.00,,,0,,,708.48,0,0,,0.00,1,0
787,,PR1123,,2018,Aug,2309.32,0.00,2850.00,0.00,0.00,0,0.00,0.00,,,0,,,540.68,0,0,,0.00,1,0
788,,PR1124,,2018,Aug,1811.44,0.00,2200.00,0.00,0.00,0,0.00,0.00,,,0,,,388.56,0,0,,0.00,1,0
789,,PR1125,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
790,,PR1126,,2018,Aug,937.50,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,262.50,0,0,,0.00,1,0
791,,PR1127,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
792,,PR1128,,2018,Aug,1684.32,0.00,2050.00,0.00,0.00,0,0.00,0.00,,,0,,,365.68,0,0,,0.00,1,0
793,,PR1131,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
794,,PR1132,,2018,Aug,2161.01,0.00,2549.99,0.00,0.00,0,0.00,0.00,,,0,,,388.98,0,0,,0.00,1,0
795,,PR1133,,2018,Aug,1200.00,0.00,1416.00,0.00,0.00,0,0.00,0.00,,,0,,,216.00,0,0,,0.00,1,0
796,,PR1134,,2018,Aug,1779.66,0.00,4200.00,0.00,0.00,0,0.00,0.00,,,0,,,320.34,0,0,,0.00,1,0
797,,PR1135,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
798,,PR1136,,2018,Aug,1059.32,0.00,1250.00,0.00,0.00,0,0.00,0.00,,,0,,,190.68,0,0,,0.00,1,0
799,,PR1137,,2018,Aug,4502.10,0.00,5499.98,0.00,0.00,0,0.00,0.00,,,0,,,997.88,0,0,,0.00,1,0
800,,PR1138,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
801,,PR1141,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
802,,PR1142,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
803,,PR1143,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
804,,PR1144,,2018,Aug,4936.43,0.00,5949.98,0.00,0.00,0,0.00,0.00,,,0,,,1013.55,0,0,,0.00,1,0
805,,PR1145,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
806,,PR1147,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
807,,PR1148,,2018,Aug,2309.32,0.00,2850.00,0.00,0.00,0,0.00,0.00,,,0,,,540.68,0,0,,0.00,1,0
808,,PR1149,,2018,Aug,22264.26,0.00,3477.00,0.00,0.00,0,0.00,0.00,,,0,,,4983.74,0,0,,0.00,1,0
809,,PR1152,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
810,,PR1153,,2018,Aug,593.22,0.00,420.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
811,,PR1154,,2018,Aug,423.73,0.00,500.00,0.00,0.00,0,0.00,0.00,,,0,,,76.27,0,0,,0.00,1,0
812,,PR1156,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
813,,PR1158,,2018,Aug,3421.61,0.00,4100.00,0.00,0.00,0,0.00,0.00,,,0,,,678.39,0,0,,0.00,1,0
814,,PR1159,,2018,Aug,1218.22,0.00,1500.00,0.00,0.00,0,0.00,0.00,,,0,,,281.78,0,0,,0.00,1,0
815,,PR1160,,2018,Aug,1101.69,0.00,1299.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
816,,PR1161,,2018,Aug,2061.71,0.00,2600.01,0.00,0.00,0,0.00,0.00,,,0,,,488.30,0,0,,0.00,1,0
817,,PR1162,,2018,Aug,937.50,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,262.50,0,0,,0.00,1,0
818,,PR1163,,2018,Aug,2690.68,0.00,6604.00,0.00,0.00,0,0.00,0.00,,,0,,,609.32,0,0,,0.00,1,0
819,,PR1164,,2018,Aug,1059.32,0.00,1250.00,0.00,0.00,0,0.00,0.00,,,0,,,190.68,0,0,,0.00,1,0
820,,PR1166,,2018,Aug,5349.58,0.00,6500.00,0.00,0.00,0,0.00,0.00,,,0,,,1150.42,0,0,,0.00,1,0
821,,PR1168,,2018,Aug,1101.69,0.00,1309.99,0.00,0.00,0,0.00,0.00,,,0,,,198.30,0,0,,0.00,1,0
822,,PR1169,,2018,Aug,625.00,0.00,760.00,0.00,0.00,0,0.00,0.00,,,0,,,175.00,0,0,,0.00,1,0
823,,PR1171,,2018,Aug,1875.00,0.00,2400.00,0.00,0.00,0,0.00,0.00,,,0,,,525.00,0,0,,0.00,1,0
824,,PR1172,,2018,Aug,1345.34,0.00,1650.00,0.00,0.00,0,0.00,0.00,,,0,,,304.66,0,0,,0.00,1,0
825,,PR1174,,2018,Aug,625.00,0.00,798.00,0.00,0.00,0,0.00,0.00,,,0,,,175.00,0,0,,0.00,1,0
826,,PR1175,,2018,Aug,4152.53,0.00,4899.99,0.00,0.00,0,0.00,0.00,,,0,,,747.46,0,0,,0.00,1,0
827,,PR1176,,2018,Aug,625.00,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,75.00,0,0,,0.00,1,0
